0 0 1 857055667 243634
1 1 1 954977094 442786
2 2 0 293830124 866147
3 3 0 843183704 464274
4 4 0 1004075684 657174
5 5 1 1071553778 335059
6 6 0 931831247 546510
7 7 1 1021874103 811954
8 8 0 891822775 845791
9 9 0 49287002 981061
10 10 1 973244203 67713
11 11 0 982363920 822292
12 12 1 937720379 891788
13 13 1 1044605546 551411
14 14 0 859082721 842760
15 15 1 881903920 514499
16 16 0 856939377 23154
17 17 0 964622590 233217
18 18 1 951403070 725880
19 19 0 1034471412 343048
20 20 0 1038449823 393966
21 21 0 840683630 566730
22 22 1 368150041 257001
23 23 0 845093622 567393
24 24 0 644335640 879730
25 25 0 1026903907 300858
26 26 0 1071925541 323746
27 27 0 1008324499 648963
28 28 0 1017820137 931949
29 29 1 986300320 1043756
30 30 1 1050077915 1044603
31 31 1 1042904416 96294
32 32 0 920067399 437966
33 33 0 138551210 862173
34 34 0 1030315444 556472
35 35 0 1041931368 46563
36 36 0 997346436 148655
37 37 1 1019147458 23693
38 38 0 960154877 854421
39 39 0 1048410990 959639
40 40 1 946682376 969946
41 41 0 940368985 887327
42 42 0 460704069 733354
43 43 0 370820750 782445
44 44 0 679734762 390161
45 45 0 939507962 496825
46 46 0 104763135 248368
47 47 0 851812114 378508
48 48 0 970040504 725946
49 49 0 849480653 939440
50 50 1 854763098 717460
51 51 0 1049222336 40623
52 52 1 955454732 457593
53 53 1 667469179 939653
54 54 0 912711994 603921
55 55 0 869299999 288746
56 56 0 939068347 191934
57 57 0 1059429999 892859
58 58 0 939790180 902901
59 59 0 1066357295 44594
60 60 0 1008986924 888039
61 61 0 1067636244 898927
62 62 1 330844547 136793
63 63 0 1064838770 246716
64 64 1 896545762 712523
65 65 0 885321896 658457
66 66 0 987159157 289183
67 67 0 1053281562 826371
68 68 0 983015146 678055
69 69 0 1073205643 64315
70 70 0 920048511 737433
71 71 0 936549222 599424
72 72 1 933602338 947546
73 73 0 1044296762 391498
74 74 0 976756435 333293
75 75 0 976335061 258419
76 76 0 1063066003 884227
77 77 0 1019118634 546853
78 78 1 943520783 632831
79 79 1 882856274 530885
80 80 0 911269084 437716
81 81 0 1041238573 271002
82 82 0 917704546 567412
83 83 0 1056024275 860502
84 84 0 896035292 131366
85 85 0 642330224 92044
86 86 1 1018282248 69959
87 87 0 856628373 319205
88 88 0 890504108 980808
89 89 0 1040259248 968765
90 90 1 958125882 328991
91 91 1 1067986046 789558
92 92 0 1007112302 788403
93 93 1 999183332 461688
94 94 0 849173317 1032178
95 95 0 1005681774 421638
96 96 0 865199921 71569
97 97 1 907407219 242072
98 98 0 1054432738 199432
99 99 0 932160736 714816
100 100 0 1039208100 302291
101 101 0 679544090 902057
102 102 1 871669031 234951
103 103 0 955921622 170549
104 104 0 886960768 244978
105 105 1 844415826 533436
106 106 0 86906636 424872
107 107 0 846379655 49916
108 108 0 543400057 31712
109 109 1 863613944 1022895
110 110 0 909030307 576705
111 111 0 267334624 434621
112 112 0 862762754 214608
113 113 0 1006997864 95541
114 114 0 1057798554 215834
115 115 0 1049091236 341878
116 116 0 862849434 152777
117 117 0 1067489259 281697
118 118 0 110691182 626275
119 119 0 879445909 85008
120 120 1 966138441 171173
121 121 0 896581544 951171
122 122 0 1052572344 839758
123 123 1 1073322192 955481
124 124 0 971278492 333570
125 125 0 941725423 792647
126 126 0 1021214000 328542
127 127 1 869521171 401043
128 128 0 1041624612 1030623
129 129 0 814827799 523878
130 130 0 1030659781 36570
131 131 1 874541053 253626
132 132 0 69339002 346646
133 133 0 1010781984 267426
134 134 1 945542315 420079
135 135 1 942801111 587528
136 136 0 1063952797 796766
137 137 1 1052123209 810143
138 138 0 361118383 602636
139 139 0 1061697414 793671
140 140 1 1042482659 784461
141 141 1 58589066 130765
142 142 0 930781509 149003
143 143 0 894220101 964261
144 144 0 992689946 191498
145 145 1 1018375976 360741
146 146 0 49751576 226850
147 147 0 1064732222 340179
148 148 0 848602894 638342
149 149 0 1037318267 818318
150 150 0 945843220 390380
151 151 1 920808109 805420
152 152 0 1000929745 690200
153 153 1 133343750 181561
154 154 0 877151249 681612
155 155 0 916060108 1019674
156 156 0 883208193 970113
157 157 0 963431687 1006058
158 158 0 1030344181 341429
159 159 1 967823536 921447
160 160 1 379028649 481359
161 161 0 992930542 343191
162 162 0 859217662 126496
163 163 0 1051187284 823909
164 164 0 844842634 606521
165 165 1 951828934 511767
166 166 0 847399457 332148
167 167 0 1049018447 323999
168 168 1 859223914 273333
169 169 0 1029339252 930688
170 170 0 62147553 38381
171 171 1 870991215 1022986
172 172 0 839673751 1026645
173 173 0 913851690 183288
174 174 0 839947971 938670
175 175 0 873153179 169566
176 176 1 847975859 509221
177 177 0 842450478 86232
178 178 0 1071619765 474938
179 179 1 126679741 98986
180 180 0 123383634 900454
181 181 0 955684830 861222
182 182 1 904325367 869598
183 183 0 839400807 542077
184 184 0 871809667 1038687
185 185 0 916233181 502633
186 186 0 1029121563 482462
187 187 1 1040452168 929511
188 188 0 1004401603 460114
189 189 0 953795391 789083
190 190 0 1050961228 802382
191 191 0 412526066 906665
192 192 0 840905572 83698
193 193 0 317796272 894070
194 194 1 967576228 651285
195 195 0 104445786 686123
196 196 0 80144113 357261
197 197 0 954446698 948625
198 198 0 1018013542 975314
199 199 0 399208522 626498
200 200 1 911124140 800025
201 201 0 1011841103 1009599
202 202 1 888073587 600908
203 203 0 621369979 778093
204 204 0 1020252681 113598
205 205 0 951806908 460289
206 206 0 348660629 912852
207 207 0 916697685 618723
208 208 1 1042251216 511713
209 209 0 954607892 339213
210 210 0 873663603 682902
211 211 0 953303658 363590
212 212 0 1045442470 121146
213 213 0 1065861965 503923
214 214 1 916580006 870859
215 215 0 899825911 111256
216 216 1 465256382 971749
217 217 0 949377563 274033
218 218 1 977615837 1005960
219 219 0 930549352 352574
220 220 0 864211536 14539
221 221 0 1015629115 729053
222 222 1 1065651156 179951
223 223 0 1060261088 94141
224 224 0 616683926 574546
225 225 1 862949912 827140
226 226 0 993547874 745457
227 227 1 967760238 896999
228 228 0 905431639 696477
229 229 1 1048993045 672194
230 230 1 847892563 474921
231 231 0 1066024529 447925
232 232 1 840587090 602505
233 233 0 854539588 1041021
234 234 0 901795074 146729
235 235 0 997499157 681295
236 236 0 882427345 422021
237 237 0 999167288 1024773
238 238 0 892001761 251442
239 239 0 1002527561 898927
240 240 0 416864268 315409
241 241 0 348233089 899536
242 242 0 628277732 213940
243 243 0 1033483383 432459
244 244 0 967250859 354882
245 245 0 839138617 5511
246 246 0 977842073 508908
247 247 0 343274513 247342
248 248 0 900666358 275448
249 249 0 851614235 435579
250 250 1 936082689 595821
251 251 1 380797003 255179
252 252 0 842342785 116055
253 253 1 310482040 771676
254 254 0 1023473564 345225
255 255 1 961328858 655793
256 256 0 997448995 519527
257 257 1 1038810647 11393
258 258 0 1048496971 504216
259 259 0 911289155 136715
260 260 0 866436122 648779
261 261 0 1045873397 944329
262 262 0 870573063 549832
263 263 0 877689503 171995
264 264 0 1043458139 906061
265 265 0 285366518 692466
266 266 0 1028280298 849195
267 267 1 979478576 248793
268 268 1 1005940420 668662
269 269 0 1021276367 21348
270 270 0 1059466346 99143
271 271 0 1053832713 949264
272 272 0 876248069 916788
273 273 1 931178645 278276
274 274 0 910157486 302434
275 275 1 920593990 192381
276 276 0 1009204309 279691
277 277 0 1037180540 776534
278 278 0 537043010 435628
279 279 0 865998937 520331
280 280 0 859155925 163536
281 281 1 1009905147 996641
282 282 0 374688400 740702
283 283 1 67071787 244783
284 284 1 863425235 719740
285 285 0 356589493 37350
286 286 1 889915300 865769
287 287 0 926353612 159978
288 288 0 986483166 13935
289 289 0 872336121 321408
290 290 0 847873338 261886
291 291 0 854661973 658619
292 292 1 202627707 186448
293 293 0 347857387 807622
294 294 1 988140268 826518
295 295 1 1011549020 13220
296 296 0 922381204 420799
297 297 0 916160128 627136
298 298 1 957384578 257917
299 299 0 865759097 10173
300 300 0 964283814 644388
301 301 0 52713875 322253
302 302 0 317514989 955341
303 303 0 1070225651 481887
304 304 0 252908481 596433
305 305 1 851828568 178486
306 306 0 78058796 670173
307 307 0 1045256842 841316
308 308 0 410662014 950925
309 309 0 1053911653 57224
310 310 1 425932473 282358
311 311 0 1065060395 65884
312 312 0 1033461528 5288
313 313 0 934107250 1018964
314 314 0 984740952 275860
315 315 0 993083632 690220
316 316 1 203642650 1021507
317 317 0 1051760457 93052
318 318 0 951123171 815390
319 319 0 986294996 1031346
320 320 0 1011094569 379652
321 321 0 996190623 28699
322 322 0 994477274 641388
323 323 0 396761340 562004
324 324 0 649543838 832226
325 325 0 388022467 388618
326 326 0 227799331 540416
